N,Z,A,elt,S(2n),S(2n) Error,S(2n) Experimental,S(2p),S(2p) Error,S(2p) Experimental,Q(a),Q(a) Error,Q(a) Experimental,Q(2B-),Q(2B-) Error,Q(2B-) Experimental,Q(ep),Q(ep) Error,Q(ep) Experimental,Q(B- n),Q(B- n) Error,Q(B- n) Experimental,S(n),S(n) Error,S(n) Experimental,S(p),S(p) Error,S(p) Experimental,Q(4B-),Q(4B-) Error,Q(4B-) Experimental,"Q(d,a)","Q(d,a) Error","Q(d,a) Experimental","Q(p,a)","Q(p,a) Error","Q(p,a) Experimental","Q(n,a)","Q(n,a) Error","Q(n,a) Experimental"
108,83,191,Bi,19317.32,22.15,True,3201.19,11.23,True,6780.32,3.04,True,-17103.26,17.76,True,3843.71,10.92,True,-16746.83,15.41,True,10711.08,23.77,True,111.67,14.58,True,,,True,15315.49,15.93,True,9439.91,13.0,True,14743.46,30.83,True
107,84,191,Po,19789.36,23.17,True,1802.64,15.75,True,7493.31,4.95,True,,,True,8058.94,14.38,True,,,True,8576.22,15.22,True,1758.13,23.65,True,,,True,15706.73,22.03,True,6990.01,13.25,True,18392.87,12.77,True
106,85,191,At,,,True,649.36,26.35,True,7822.27,13.61,True,,,True,7174.53,27.72,True,,,True,,,True,-1138.78,20.99,True,,,True,15996.73,27.31,True,9272.29,25.66,True,16705.01,19.61,True
119,73,192,Ta,10693.0,446.0,False,,,True,-1698.0,643.0,False,8525.0,407.0,False,,,True,41.0,403.0,False,4643.0,499.0,False,,,True,11772.0,401.0,False,12677.0,566.0,False,8963.0,499.0,False,,,True
118,74,192,W,11410.0,200.0,False,19197.0,446.0,False,-1195.0,357.0,False,6233.0,196.0,False,,,True,-3370.0,196.0,False,6545.0,200.0,False,10447.0,357.0,False,6639.0,196.0,False,9574.0,277.0,False,7044.0,277.0,False,3159.0,357.0,False
117,75,192,Re,12095.63,100.16,True,17654.0,208.0,False,-401.71,89.62,True,3246.74,70.81,True,-12386.0,306.0,False,-3264.96,70.8,True,5309.85,71.53,True,7701.62,82.27,True,1183.29,72.54,True,13504.29,81.18,True,8892.77,81.34,True,5887.0,208.0,False
116,76,192,Os,13317.05,2.22,True,16077.82,39.79,True,360.7,3.77,True,406.27,3.27,True,-11994.99,41.98,True,-7244.75,2.4,True,7558.32,2.22,True,8820.86,10.0,True,-3870.64,15.71,True,10464.45,70.89,True,6960.91,8.46,True,5381.75,40.12,True
115,77,192,Ir,14224.65,0.41,True,13777.67,70.86,True,1756.33,1.25,True,-2063.45,15.78,True,-7774.24,10.28,True,-7208.64,3.63,True,6198.12,0.11,True,5729.35,1.15,True,-8963.31,31.7,True,14583.02,1.15,True,9015.24,1.16,True,8789.88,8.25,True
114,78,192,Pt,15124.64,2.52,True,12158.63,2.49,True,2423.86,2.53,True,-4276.9,15.75,True,-7182.24,2.49,True,-10561.87,5.56,True,8661.54,2.87,True,6868.67,2.28,True,-13732.44,13.54,True,11175.89,2.31,True,7025.18,12.74,True,8344.69,2.5,True
113,79,192,Au,16081.22,16.2,True,10596.51,15.79,True,3147.88,18.41,True,-6899.87,35.41,True,-3352.33,15.78,True,-10251.54,27.33,True,7045.53,16.58,True,4362.85,15.88,True,-19237.58,34.02,True,15245.14,15.82,True,8561.29,18.74,True,11323.87,20.16,True
112,80,192,Hg,16783.49,22.19,True,9283.04,15.55,True,3384.46,16.42,True,-9455.53,20.42,True,-3602.29,16.07,True,-13799.92,17.19,True,9490.97,27.13,True,5502.62,16.3,True,-23940.89,19.07,True,11532.79,15.91,True,6434.46,25.39,True,10104.2,18.52,True
111,81,192,Tl,17642.85,32.65,True,7616.65,31.86,True,4074.15,31.79,True,-12337.71,43.7,True,636.69,32.05,True,-13712.44,48.9,True,7660.62,32.51,True,2569.32,38.72,True,-28798.1,42.19,True,16209.26,35.44,True,8618.21,44.71,True,13356.11,37.5,True
110,82,192,Pb,18282.01,18.24,True,5763.26,20.7,True,5220.98,5.11,True,-14485.36,17.3,True,746.91,25.93,True,-17387.99,15.26,True,10396.22,39.56,True,3562.04,15.19,True,,,True,12526.81,15.49,True,6924.14,15.71,True,12716.78,34.23,True
109,83,192,Bi,19077.59,37.63,True,3740.45,31.14,True,6376.95,3.54,True,-16460.39,41.03,True,5459.44,31.0,True,-16537.12,30.94,True,8366.51,31.03,True,592.39,47.91,True,,,True,17592.92,32.61,True,9173.55,33.23,True,16727.97,31.25,True
108,84,192,Po,19649.46,17.44,True,2231.96,16.71,True,7319.63,3.25,True,,,True,4871.49,38.88,True,-20005.9,19.56,True,11073.24,13.18,True,2120.29,13.4,True,,,True,13239.72,25.15,True,6858.05,23.63,True,15419.77,17.91,True
107,85,192,At,,,True,1052.51,35.86,True,7695.63,25.53,True,,,True,8876.23,28.86,True,,,True,9009.38,32.19,True,-705.62,28.77,True,,,True,18200.5,30.96,True,9211.91,35.55,True,18636.92,34.81,True
120,73,193,Ta,10521.0,499.0,False,,,True,,,True,9362.0,402.0,False,,,True,708.0,446.0,False,5878.0,566.0,False,,,True,13666.0,401.0,False,,,True,9024.0,566.0,False,,,True
119,74,193,W,11253.0,200.0,False,,,True,-1549.0,357.0,False,7108.0,196.0,False,,,True,-2769.0,208.0,False,4709.0,277.0,False,10512.0,446.0,False,8193.0,196.0,False,10916.0,357.0,False,7090.0,277.0,False,4390.0,446.0,False
118,75,193,Re,12023.98,40.45,True,18318.0,301.0,False,-827.0,199.0,False,4304.6,39.15,True,-14457.0,402.0,False,-2420.76,39.19,True,6714.13,80.88,True,7871.0,199.0,False,3173.18,40.07,True,11655.34,57.34,True,9014.73,55.76,True,3928.0,199.0,False
117,76,193,Os,13141.74,2.23,True,16796.06,41.98,True,-201.67,40.12,True,1085.32,2.42,True,-11034.0,196.0,False,-6630.05,2.4,True,5583.42,0.2,True,9094.44,70.83,True,-2332.11,15.67,True,11666.81,10.0,True,7105.6,70.89,True,6634.43,39.79,True
116,77,193,Ir,13970.11,0.23,True,14763.88,10.28,True,1017.89,8.25,True,-1131.41,8.76,True,-10236.38,70.81,True,-6319.1,2.28,True,7771.99,0.2,True,5943.02,2.4,True,-7059.02,6.84,True,12569.76,1.16,True,9035.59,1.17,True,6746.0,70.86,True
115,78,193,Pt,14924.0,3.62,True,12662.36,1.2,True,2082.22,1.22,True,-3417.43,15.56,True,-5886.39,2.41,True,-9778.81,15.79,True,6262.47,2.3,True,6933.02,0.36,True,-12285.12,49.6,True,12939.95,0.38,True,7137.99,0.55,True,9874.56,1.2,True
114,79,193,Au,15749.55,9.98,True,11274.01,8.76,True,2619.85,15.27,True,-5927.61,10.96,True,-5858.23,8.76,True,-9464.59,17.79,True,8704.02,18.04,True,4405.33,9.03,True,-17520.26,11.52,True,13004.22,9.6,True,8765.68,8.69,True,8995.12,8.77,True
113,80,193,Hg,16612.92,27.13,True,9941.88,16.04,True,2982.25,18.49,True,-8867.69,51.94,True,-2062.69,15.71,True,-13261.25,35.26,True,7121.94,21.93,True,5579.03,22.15,True,-22736.86,21.25,True,13446.53,16.27,True,6635.41,15.88,True,11890.67,15.51,True
112,81,193,Tl,17336.9,9.95,True,8257.25,8.32,True,3679.83,21.17,True,-11592.65,10.12,True,-1994.07,17.19,True,-12992.51,14.89,True,9676.28,32.37,True,2754.63,16.92,True,-27409.89,22.65,True,13825.49,23.27,True,8757.54,17.26,True,11002.72,7.54,True
111,82,193,Pb,18106.01,62.02,True,6180.53,54.35,True,5007.0,58.77,True,-13869.17,51.66,True,2528.09,51.95,True,-16731.27,58.01,True,7709.79,51.33,True,3611.21,58.83,True,-31237.4,55.57,True,14799.26,50.12,True,7041.59,50.21,True,14822.61,52.07,True
110,83,193,Bi,18787.85,10.65,True,4179.55,10.55,True,6306.63,4.9,True,-15817.24,22.92,True,2698.72,32.56,True,-15885.21,13.45,True,10421.34,31.05,True,617.51,15.3,True,,,True,15057.37,38.02,True,9396.14,14.63,True,14133.87,10.98,True
109,84,193,Po,19399.22,16.17,True,2672.14,39.99,True,7093.8,3.66,True,-17368.23,29.01,True,6941.73,19.69,True,-19322.49,31.44,True,8325.97,18.28,True,2079.75,33.43,True,,,True,15624.84,16.35,True,7138.32,26.84,True,17737.73,19.17,True
108,85,193,At,20073.87,26.97,True,1405.91,22.89,True,7572.42,6.92,True,,,True,6178.24,37.08,True,,,True,11064.49,35.28,True,-714.37,24.32,True,,,True,15712.22,22.77,True,9360.57,25.48,True,16178.66,31.26,True
107,86,193,Rn,,,True,466.3,26.1,True,8040.0,12.0,True,,,True,9824.6,27.46,True,,,True,,,True,1171.91,37.52,True,,,True,15889.8,29.83,True,,,True,19253.15,28.49,True
121,73,194,Ta,10379.0,643.0,False,,,True,,,True,9937.0,540.0,False,,,True,916.0,540.0,False,4501.0,643.0,False,,,True,15232.0,503.0,False,,,True,,,True,,,True
120,74,194,W,11019.0,357.0,False,,,True,-1921.0,499.0,False,7909.0,298.0,False,,,True,-2366.0,301.0,False,6311.0,357.0,False,10945.0,499.0,False,10234.0,298.0,False,9248.0,499.0,False,6830.0,422.0,False,,,True
119,75,194,Re,11791.0,208.0,False,18751.0,446.0,False,-1149.0,277.0,False,5295.0,196.0,False,-13656.0,446.0,False,-1914.0,196.0,False,5077.0,199.0,False,8239.0,277.0,False,4975.0,196.0,False,13123.0,277.0,False,8803.0,200.0,False,4901.0,357.0,False
118,76,194,Os,12695.55,3.12,True,17364.0,196.0,False,-477.71,39.8,True,2324.96,2.36,True,-13437.0,196.0,False,-5970.19,2.0,True,7112.14,3.13,True,9492.44,39.2,True,-251.16,3.76,True,9864.52,70.83,True,6779.24,10.48,True,4387.47,41.99,True
117,77,194,Ir,13838.78,0.23,True,15520.82,70.81,True,679.21,70.86,True,-319.77,2.46,True,-9589.04,39.15,True,-6123.42,0.32,True,6066.79,0.11,True,6426.39,2.4,True,-5594.22,14.04,True,14061.29,2.4,True,8727.53,1.17,True,7464.99,10.28,True
116,78,194,Pt,14614.25,2.53,True,13455.82,2.27,True,1522.78,0.48,True,-2576.13,2.93,True,-8654.75,2.28,True,-9426.57,8.67,True,8351.78,1.29,True,7512.81,1.25,True,-10552.13,17.44,True,10786.3,1.24,True,6812.74,1.23,True,7281.52,0.49,True
115,79,194,Au,15582.45,15.96,True,11954.32,2.45,True,2116.69,2.48,True,-5274.44,14.13,True,-4964.67,2.45,True,-9221.07,15.64,True,6878.43,8.9,True,5021.3,2.47,True,-16183.12,6.53,True,14787.33,3.3,True,8350.36,4.62,True,10143.22,2.45,True
114,80,194,Hg,16315.03,15.8,True,10473.43,3.87,True,2697.59,2.96,True,-7976.01,17.67,True,-4993.31,3.19,True,-12778.05,7.3,True,9193.08,15.77,True,6068.09,9.14,True,-21179.29,13.23,True,11298.98,16.09,True,6478.01,5.71,True,9160.69,5.04,True
113,81,194,Tl,17207.88,34.62,True,8743.32,21.11,True,3471.13,14.39,True,-10908.68,15.28,True,-821.64,16.45,True,-12814.32,51.51,True,7531.6,15.5,True,3164.28,20.87,True,-26217.33,28.58,True,15784.87,20.9,True,8518.46,26.3,True,12506.81,14.82,True
112,82,194,Pb,17794.55,21.89,True,6774.33,23.3,True,4737.84,16.72,True,-13203.28,21.67,True,-434.73,23.32,True,-16394.7,19.01,True,10084.77,52.55,True,4019.7,18.68,True,-29931.43,24.26,True,12375.11,36.15,True,6939.06,18.92,True,12030.36,28.26,True
111,83,194,Bi,18636.91,30.74,True,4734.51,32.27,True,5918.3,5.0,True,-15308.65,25.69,True,4159.43,9.12,True,-15774.81,15.79,True,8215.57,9.78,True,1123.29,49.96,True,,,True,17238.01,14.66,True,9066.36,37.77,True,15900.54,9.6,True
110,84,194,Po,19076.63,17.01,True,3026.58,18.51,True,6987.07,3.18,True,-16728.15,21.25,True,3900.86,51.23,True,-19008.65,25.19,True,10750.65,19.43,True,2409.07,14.97,True,,,True,13240.69,32.76,True,7098.75,14.92,True,14872.86,39.43,True
109,85,194,At,19788.65,37.4,True,1763.57,39.09,True,7454.5,10.61,True,,,True,7875.42,26.06,True,-17834.39,35.39,True,8724.16,33.01,True,-316.18,28.86,True,,,True,18061.3,27.29,True,9212.63,25.92,True,18165.58,26.03,True
108,86,194,Rn,,,True,783.78,20.21,True,7862.42,10.21,True,,,True,6759.84,22.28,True,,,True,11390.73,30.27,True,1498.16,27.45,True,,,True,13508.45,32.6,True,6723.63,23.34,True,16438.63,18.33,True
121,74,195,W,10866.0,357.0,False,,,True,,,True,8502.0,303.0,False,,,True,-1844.0,357.0,False,4555.0,422.0,False,10999.0,585.0,False,11784.0,298.0,False,10571.0,499.0,False,6918.0,499.0,False,,,True
120,75,195,Re,11490.0,301.0,False,19287.0,499.0,False,-1512.0,422.0,False,6113.0,298.0,False,-15568.0,585.0,False,-1215.0,298.0,False,6413.0,357.0,False,8342.0,422.0,False,6988.0,298.0,False,11419.0,357.0,False,8935.0,357.0,False,3131.0,499.0,False
119,76,195,Os,12259.94,55.94,True,17803.0,203.0,False,-760.34,69.86,True,3282.26,55.89,True,-12274.0,303.0,False,-5051.2,55.91,True,5147.8,55.94,True,9564.0,203.0,False,1501.8,60.49,True,11430.85,68.22,True,6941.29,90.2,True,5784.0,203.0,False
118,77,195,Ir,13298.65,0.13,True,16038.55,39.15,True,233.13,10.28,True,874.78,1.61,True,-11744.0,196.0,False,-5003.5,1.26,True,7231.86,0.06,True,6546.11,2.0,True,-3537.0,11.17,True,12412.84,2.4,True,9053.99,2.4,True,5542.98,70.81,True
117,78,195,Pt,14456.88,1.29,True,13977.5,2.28,True,1176.42,0.5,True,-1780.46,23.14,True,-7647.71,2.37,True,-8653.23,2.12,True,6105.1,0.12,True,7551.11,1.26,True,-9086.16,17.97,True,12453.19,1.26,True,6905.77,1.24,True,8734.74,2.28,True
116,79,195,Au,15304.84,8.73,True,12608.74,1.61,True,1716.81,1.59,True,-4411.78,11.15,True,-7324.29,1.61,True,-8454.4,3.1,True,8426.41,2.34,True,5095.93,1.01,True,-14541.47,5.4,True,12623.38,1.63,True,8585.48,2.72,True,7914.93,1.6,True
115,80,195,Hg,16093.85,27.84,True,11111.73,23.18,True,2259.93,23.5,True,-7305.7,29.28,True,-3542.29,23.14,True,-12147.22,27.03,True,6900.76,23.32,True,6090.43,23.24,True,-19957.13,43.95,True,13102.23,24.71,True,6622.78,28.03,True,10921.47,23.28,True
114,81,195,Tl,16820.67,12.96,True,9328.37,14.08,True,3217.74,12.14,True,-10129.69,12.29,True,-3232.28,11.29,True,-12018.63,20.66,True,9289.07,17.84,True,3260.27,11.46,True,-24684.95,14.65,True,13617.74,19.06,True,8720.36,19.08,True,10263.27,19.33,True
113,82,195,Pb,17655.84,52.73,True,7223.46,23.72,True,4459.29,28.61,True,-12651.43,41.46,True,1187.28,18.19,True,-15750.2,18.99,True,7571.07,25.01,True,4059.17,22.75,True,-28757.97,53.6,True,14480.33,19.17,True,7028.61,36.41,True,13950.26,23.73,True
112,83,195,Bi,18283.64,9.24,True,5126.29,8.54,True,5832.47,5.1,True,-14555.27,10.94,True,1622.96,14.94,True,-15092.22,13.95,True,10068.07,8.13,True,1106.59,18.22,True,,,True,14879.73,49.86,True,9394.51,14.31,True,13493.09,32.11,True
111,84,195,Po,18873.58,40.09,True,3439.71,62.08,True,6749.94,2.8,True,-16106.54,62.82,True,5862.71,41.23,True,-18407.41,44.92,True,8122.92,39.53,True,2316.42,37.87,True,,,True,15539.11,38.12,True,7342.33,47.99,True,17146.16,39.66,True
110,85,195,At,19545.61,23.66,True,2163.68,12.21,True,7344.14,6.01,True,,,True,5269.55,11.39,True,-17265.11,19.42,True,10821.45,26.71,True,-245.39,16.07,True,,,True,15565.83,17.4,True,9464.42,14.66,True,15710.64,31.6,True
109,86,195,Rn,20135.26,56.4,True,1202.34,52.55,True,7694.1,50.0,True,,,True,8765.97,52.12,True,,,True,8744.53,53.25,True,1518.53,56.32,True,,,True,15828.41,54.94,True,6988.48,57.68,True,18767.34,51.71,True
122,74,196,W,10497.0,499.0,False,,,True,,,True,9397.0,403.0,False,,,True,-1373.0,499.0,False,5942.0,499.0,False,,,True,13764.0,401.0,False,9130.0,643.0,False,6854.0,566.0,False,,,True
121,75,196,Re,11448.0,357.0,False,19820.0,585.0,False,-1903.0,499.0,False,6893.0,301.0,False,,,True,-1102.0,303.0,False,5035.0,422.0,False,8821.0,422.0,False,8597.0,298.0,False,12695.0,422.0,False,8609.0,357.0,False,3974.0,499.0,False
120,76,196,Os,11984.63,40.12,True,18329.0,301.0,False,-1053.0,200.0,False,4367.4,40.05,True,-14556.0,301.0,False,-4656.17,40.07,True,6836.83,68.76,True,9987.0,301.0,False,3548.84,40.16,True,9671.0,200.0,False,6818.59,55.99,True,3656.0,200.0,False
119,77,196,Ir,13046.42,38.43,True,16777.0,199.0,False,-271.58,80.54,True,1703.21,38.52,True,-11146.0,301.0,False,-4712.96,38.41,True,5814.56,38.43,True,7212.87,67.82,True,-1938.9,40.28,True,13710.42,38.48,True,8822.85,38.48,True,6442.55,54.83,True
118,78,196,Pt,14027.07,0.17,True,14787.34,2.37,True,812.77,2.28,True,-818.57,2.96,True,-10421.89,55.89,True,-8148.8,1.01,True,7921.98,0.13,True,8241.23,1.27,True,-7296.2,7.72,True,10598.0,1.27,True,6755.78,1.26,True,6396.18,2.28,True
117,79,196,Au,15069.4,3.58,True,13184.94,3.21,True,1271.94,3.21,True,-3642.11,12.47,True,-6735.43,3.21,True,-8196.63,23.33,True,6642.99,3.13,True,5633.83,2.96,True,-13129.68,24.61,True,14332.17,2.96,True,8204.96,3.22,True,9043.93,3.21,True
116,80,196,Hg,15784.63,4.13,True,11643.81,2.96,True,2037.6,3.89,True,-6477.63,8.25,True,-6321.06,2.96,True,-11742.01,11.48,True,8883.87,23.33,True,6547.88,3.12,True,-18352.9,13.83,True,11096.8,3.58,True,6442.93,9.14,True,8300.07,3.22,True
115,81,196,Tl,16701.73,18.49,True,9862.6,12.29,True,2850.61,19.93,True,-9487.56,27.26,True,-2218.53,12.16,True,-11860.22,21.66,True,7412.66,16.42,True,3772.17,26.12,True,-23581.92,32.62,True,15398.16,12.45,True,8429.64,19.67,True,11554.63,14.9,True
114,82,196,Pb,17283.01,19.0,True,7742.31,8.23,True,4238.33,17.28,True,-11875.27,15.51,True,-1623.89,24.35,True,-15394.07,9.35,True,9711.94,19.52,True,4482.03,13.49,True,-27319.3,16.31,True,12299.99,15.96,True,6992.96,10.22,True,11360.27,17.29,True
113,83,196,Bi,18122.85,25.2,True,5649.48,28.14,True,5438.3,40.0,True,-14094.35,38.91,True,2857.25,26.83,True,-15024.09,44.64,True,8054.79,24.99,True,1590.31,30.32,True,,,True,16909.72,30.01,True,9049.51,55.27,True,15114.58,25.33,True
112,84,196,Po,18611.02,18.67,True,3843.04,22.03,True,6658.06,2.41,True,-15444.03,19.74,True,2945.68,22.46,True,-18074.06,16.56,True,10488.1,39.73,True,2736.45,14.51,True,,,True,13266.58,14.86,True,7275.57,15.49,True,14367.85,51.39,True
111,85,196,At,19337.15,39.23,True,2463.81,30.91,True,7194.94,3.22,True,,,True,6821.91,30.74,True,-17036.27,58.89,True,8515.7,31.76,True,147.39,48.1,True,,,True,17800.78,32.92,True,9274.7,33.59,True,17616.28,31.22,True
110,86,196,Rn,19895.14,22.2,True,1602.3,19.33,True,7616.74,9.19,True,,,True,5738.28,40.05,True,,,True,11150.61,52.52,True,1847.69,17.31,True,,,True,13401.96,28.8,True,6902.37,26.0,True,15942.71,20.46,True
123,74,197,W,10272.0,499.0,False,,,True,,,True,10169.0,446.0,False,,,True,-669.0,499.0,False,4330.0,566.0,False,,,True,15280.0,401.0,False,,,True,7024.0,643.0,False,,,True
122,75,197,Re,11066.0,422.0,False,,,True,-2057.0,499.0,False,7762.0,299.0,False,,,True,-296.0,301.0,False,6031.0,422.0,False,8911.0,499.0,False,10638.0,298.0,False,11218.0,422.0,False,8888.0,422.0,False,2444.0,585.0,False
121,76,197,Os,11940.0,203.0,False,18877.0,357.0,False,-1447.0,277.0,False,5111.0,196.0,False,-13717.0,446.0,False,-3945.0,199.0,False,5103.0,200.0,False,10056.0,357.0,False,5232.0,196.0,False,10981.0,357.0,False,6792.0,277.0,False,4864.0,357.0,False
120,77,197,Ir,12714.49,20.15,True,17263.0,299.0,False,-457.38,43.99,True,2875.63,20.11,True,-13011.0,299.0,False,-3690.91,20.11,True,6899.93,43.36,True,7275.97,44.72,True,77.54,25.9,True,11958.29,59.4,True,9035.06,20.25,True,4619.0,197.0,False
119,78,197,Pt,13768.54,0.29,True,15486.1,55.89,True,549.62,2.3,True,120.48,3.22,True,-9431.62,40.05,True,-7352.36,2.96,True,5846.56,0.26,True,8273.23,38.41,True,-5674.35,4.83,True,11983.31,1.29,True,6976.01,1.29,True,7661.76,2.38,True
118,79,197,Au,14715.34,1.13,True,14025.43,1.36,True,971.58,1.35,True,-2798.09,16.33,True,-8993.22,38.41,True,-7385.11,2.94,True,8072.35,2.94,True,5784.2,0.53,True,-11452.55,8.35,True,12364.92,0.53,True,8484.39,0.54,True,7038.37,1.36,True
117,80,197,Hg,15669.47,23.36,True,12324.32,3.22,True,1514.46,3.46,True,-5794.83,5.77,True,-5184.69,3.22,True,-11114.95,12.53,True,6785.61,1.48,True,6690.49,3.4,True,-17182.24,49.78,True,12737.61,3.37,True,6535.76,3.8,True,9866.24,3.22,True
116,81,197,Tl,16329.04,19.74,True,10352.56,16.36,True,2638.26,18.49,True,-8654.46,18.33,True,-4491.91,16.59,True,-11064.65,18.04,True,8916.37,20.33,True,3804.68,16.59,True,-21986.4,18.17,True,13382.55,28.31,True,8706.35,16.58,True,9516.69,16.46,True
115,82,197,Pb,17180.34,18.58,True,8309.95,23.62,True,3891.86,16.23,True,-11387.41,49.91,True,-208.43,5.63,True,-14807.69,24.9,True,7468.41,9.05,True,4537.78,13.03,True,-26255.75,16.89,True,14120.65,12.08,True,7056.15,14.78,True,13084.95,5.61,True
114,83,197,Bi,17804.26,9.87,True,6109.88,13.87,True,5365.11,10.7,True,-13331.94,11.54,True,520.43,14.7,True,-14285.47,15.88,True,9749.48,25.81,True,1627.85,11.35,True,-29941.16,55.04,True,14731.31,19.8,True,9384.8,19.32,True,12896.7,16.27,True
113,84,197,Po,18444.37,62.16,True,4228.24,52.83,True,6411.58,3.19,True,-14868.34,52.25,True,4701.35,50.27,True,-17514.63,58.18,True,7956.27,51.48,True,2637.93,55.36,True,,,True,15378.38,49.96,True,7534.88,50.06,True,16496.35,52.65,True
112,85,197,At,19027.59,12.46,True,2907.63,9.57,True,7104.39,3.07,True,-16609.22,54.99,True,4364.81,25.7,True,-16397.56,16.48,True,10511.89,31.32,True,171.18,15.69,True,,,True,15411.81,38.21,True,9513.46,15.18,True,15319.96,10.09,True
111,86,197,Rn,19682.56,53.03,True,2011.33,40.72,True,7410.75,7.15,True,,,True,7694.42,21.08,True,,,True,8531.96,21.67,True,1863.94,34.34,True,,,True,15691.45,18.81,True,7094.57,29.73,True,18161.41,20.7,True
110,87,197,Fr,,,True,853.68,55.24,True,7896.38,50.72,True,,,True,6879.68,62.26,True,,,True,,,True,-994.01,56.28,True,,,True,15914.5,74.23,True,9394.53,56.97,True,16620.54,59.84,True
123,75,198,Re,10740.0,499.0,False,,,True,-2265.0,643.0,False,8682.0,446.0,False,,,True,98.0,446.0,False,4709.0,499.0,False,9289.0,566.0,False,12441.0,401.0,False,12452.0,566.0,False,8734.0,499.0,False,,,True
122,76,198,Os,11702.0,200.0,False,19534.0,446.0,False,-1736.0,357.0,False,6067.0,196.0,False,-15986.0,446.0,False,-3644.0,197.0,False,6600.0,277.0,False,10624.0,357.0,False,7117.0,196.0,False,9416.0,357.0,False,6606.0,357.0,False,2819.0,357.0,False
121,77,198,Ir,12528.0,199.0,False,17857.0,357.0,False,-1009.0,277.0,False,3760.0,196.0,False,-12608.0,357.0,False,-3473.0,196.0,False,5628.0,197.0,False,7801.0,277.0,False,1708.0,196.0,False,13167.0,200.0,False,8555.0,203.0,False,5404.0,357.0,False
120,78,198,Pt,13402.12,2.07,True,16204.84,40.0,True,106.19,3.14,True,1050.31,2.1,True,-11884.0,196.0,False,-6835.58,2.06,True,7555.57,2.06,True,8928.86,20.0,True,-3836.51,9.0,True,10242.3,38.47,True,6652.31,2.43,True,5254.0,55.93,True
119,79,198,Au,14584.71,2.94,True,14723.23,38.41,True,526.01,1.36,True,-2052.03,7.56,True,-8605.65,20.11,True,-7111.87,3.2,True,6512.36,0.09,True,6450.0,0.51,True,-10211.29,27.95,True,13774.54,0.53,True,8077.12,0.54,True,7757.87,1.36,True
118,80,198,Hg,15271.0,2.93,True,12887.74,0.59,True,1380.84,0.59,True,-4886.82,8.76,True,-7823.53,0.59,True,-10683.98,16.33,True,8485.4,3.19,True,7103.54,0.5,True,-15480.96,17.43,True,10895.2,2.95,True,6476.78,1.16,True,7485.94,0.59,True
117,81,198,Tl,16174.79,14.27,True,10967.98,8.11,True,2258.27,7.84,True,-8159.26,28.95,True,-3677.98,7.56,True,-10854.66,8.94,True,7258.41,17.98,True,4277.49,8.2,True,-20814.23,9.56,True,15008.0,8.1,True,8348.7,24.34,True,10684.69,7.63,True
116,82,198,Pb,16861.81,11.59,True,8819.49,9.23,True,3691.54,9.21,True,-10594.14,19.46,True,-2816.23,9.32,True,-14451.62,12.08,True,9393.41,9.96,True,5014.81,18.51,True,-24837.13,15.99,True,12139.91,14.94,True,6951.81,14.12,True,10592.3,24.72,True
115,83,198,Bi,17503.09,37.12,True,6450.84,30.46,True,5143.09,31.24,True,-12654.97,28.55,True,1683.19,32.36,True,-14082.81,57.0,True,7753.61,29.16,True,1913.06,28.35,True,-28943.51,42.65,True,16689.63,28.99,True,9202.26,33.22,True,14432.16,30.07,True
114,84,198,Po,18142.94,22.02,True,4702.98,18.99,True,6309.67,1.37,True,-14242.99,21.96,True,1983.08,18.06,True,-17189.42,19.17,True,10186.68,52.65,True,3075.13,19.31,True,,,True,13246.48,30.01,True,7416.26,18.21,True,13880.74,25.0,True
113,85,198,At,18942.47,30.85,True,3283.42,25.12,True,6889.38,1.93,True,-16288.54,32.75,True,5683.71,10.19,True,-16296.18,17.22,True,8430.58,9.91,True,645.49,50.02,True,,,True,17469.33,14.73,True,9205.8,37.82,True,16957.45,7.9,True
112,86,198,Rn,19343.98,19.68,True,2335.26,19.02,True,7349.38,3.66,True,,,True,4838.66,51.46,True,-19555.65,56.03,True,10812.03,21.02,True,2164.08,15.61,True,,,True,13395.12,33.12,True,7103.99,16.48,True,15472.3,39.7,True
111,87,198,Fr,,,True,1089.24,44.22,True,7869.27,20.41,True,,,True,8640.3,33.2,True,,,True,8751.26,63.23,True,-774.7,36.06,True,,,True,18313.84,35.3,True,9387.8,59.91,True,18690.72,33.61,True
124,75,199,Re,10501.0,499.0,False,,,True,,,True,9538.0,403.0,False,,,True,905.0,446.0,False,5792.0,566.0,False,,,True,14234.0,401.0,False,10990.0,566.0,False,8884.0,566.0,False,,,True
123,76,199,Os,11317.0,277.0,False,19922.0,446.0,False,-1899.0,357.0,False,6905.0,196.0,False,,,True,-2734.0,277.0,False,4718.0,277.0,False,10633.0,446.0,False,9063.0,196.0,False,10729.0,357.0,False,6923.0,357.0,False,4043.0,446.0,False
122,77,199,Ir,12277.04,45.62,True,18474.0,301.0,False,-1245.0,301.0,False,4695.23,41.05,True,-14548.0,403.0,False,-2565.83,41.0,True,6649.0,200.0,False,7851.0,200.0,False,3660.88,49.66,True,11621.0,200.0,False,8742.65,57.28,True,3790.0,301.0,False
121,78,199,Pt,13111.57,2.12,True,16658.0,196.0,False,-302.0,55.93,True,2157.39,2.19,True,-10841.0,196.0,False,-5879.22,2.12,True,5556.0,0.5,True,8857.0,196.0,False,-2156.88,10.23,True,11586.23,20.01,True,6910.87,38.47,True,6534.82,40.0,True
